TEST_ID,test_step_name,test_Step_Expected_result,test_step_Actual_result
38,Step 3,"The following fields should be defaulted in the Work order Tracking page:

1.Work Order
2.Site
3.Default WOCLASS
4.WO category (defaults to ‘N’)
5.Status (defaults to ‘WAPPR’)
6.Status Date (today’s date)
7.Inherit Status Changes? (checked), 8.Accepts Charges (checked)
9.Priority (defaults to 3)
10.Interruptible (checked)
11.Reported By (user logon)
12.Reported Date (current date)
13.Phone (if on the Person Record in SAMS).","The following fields are defaulted in the Work order Tracking page:

1.Work Order
2.Site
3.Default WOCLASS
4.WO category (defaults to ‘N’)
5.Status (defaults to ‘WAPPR’)
6.Status Date (today’s date)
7.Inherit Status Changes? (checked), 8.Accepts Charges (checked)
9.Priority (defaults to 3)
10.Interruptible (checked)
11.Reported By (user logon)
12.Reported Date (current date)
13.Phone (if on the Person Record in SAMS).

  [User: a3k7kzz]"
38,Step 4,"The following fields should be displayed as required fields marked with ""*"" in red color:

1.Work Order and short description
2.Asset - Look up
3.Work Type - Value list
4.WO Category - Value list
5.Status Date
6.Asset/Location Priority
7.Priority
8.Target Finish
9.Duration
10.Reported By
11.Reported Date
12.Area - Value list","The following fields are displayed as required fields marked with ""*"" in red color:

1.Work Order and short description
2.Asset - Look up
3.Work Type - Value list
4.WO Category - Value list
5.Status Date
6.Asset/Location Priority
7.Priority
8.Target Finish
9.Duration
10.Reported By
11.Reported Date
12.Area - Value list

  [User: a3k7kzz]"
38,Step 5,"The following 3M Additional fields should be displayed in the Work Order page:

1.GL Proj/Act, 
2.GL Prod Line
3.WO User1
4.WO User2 - Value list
5.Asset User1 - Value list
6.Asset User2
7.UUC Labor-Value list
8.UUC Matl-Value list
9.MOC
10.Area-Value list
11.WO Class - Value list","The following 3M Additional fields are displayed in the Work Order page:

1.GL Proj/Act, 
2.GL Prod Line
3.WO User1
4.WO User2 - Value list
5.Asset User1 - Value list
6.Asset User2
7.UUC Labor-Value list
8.UUC Matl-Value list
9.MOC
10.Area-Value list
11.WO Class - Value list



  [User: a3k7kzz]"
38,Step 6,"The following fields should not be displayed in the Work order page:

1.Change By 
2.Task
3. Configuration Item
4.Classification
5.Class Description
6. Launch Entry Name
7.Under Flow Control?
8.Suspend Flow Control?
9. Flow Action
10.Flow Action Assist?
11.SLA Applied?
12. Charge to Store?
13.Risk Assessment
14.Service Group
15.Service","The following fields are not displayed in the Work order page:

1.Change By 
2.Task
3. Configuration Item
4.Classification
5.Class Description
6. Launch Entry Name
7.Under Flow Control?
8.Suspend Flow Control?
9. Flow Action
10.Flow Action Assist?
11.SLA Applied?
12. Charge to Store?
13.Risk Assessment
14.Service Group
15.Service



  [User: a3k7kzz]"
38,Step 7,"System should prompt the user with error message stating ""You have not entered a value in the following required fields:<List of Fields> Enter the required values before you save this record""","System prompts the user with error message stating ""You have not entered a value in the following required fields:<List of Fields> Enter the required values before you save this record""
 

  [User: a3k7kzz]"
38,Step 8,"The selected asset number should be displayed and the following fields should be defaulted on selecting the asset number:
1.Asset short description
2.Location and its short description
3.GL Account
4.Asset/Location Priority (defaults either to 3 or from the Asset)
5.Asset UP? (checked)
6.Interruptible?(Checked)
7.Area.","The selected asset number is displayed and the following fields are defaulted on selecting the asset number:
1.Asset short description
2.Location and its short description
3.GL Account
4.Asset/Location Priority (defaults either to 3 or from the Asset)
5.Asset UP? (checked)
6.Interruptible?(Checked)
7.Area.

  [User: a3k7kzz]"
38,Step 9,The 3M additional fields should be displayed with the entered/selected value,"The 3M additional fields are displayed with the entered/selected value

  [User: a3k7kzz]"
38,Step 10,"The new work order should be saved and added with a status of ""WAPPR"" to SAMS.","The new work order is saved and added with a status of ""WAPPR"" to SAMS.

  [User: a3k7kzz]"
38,Step 11,The newly created Work order should be displayed along with other existing Work order on the List tab screen under the search fields in the Work order tracking  page.,"The newly created Work order is displayed along with other existing Work order on the List tab screen under the search fields in the Work order tracking page.
 

  [User: a3k7kzz]"
39,Step 1,The Work order tracking page should be displayed with the focus on the List tab.,"The Work order tracking page is displayed with the focus on the List tab.

Actor: SCHEDULER (TSCHD_GU)

  [User: a3k7kzz]"
39,Step 2,The corresponding Work Order number should be displayed in the list tab section.,"The corresponding Work Order number is displayed in the list tab section.

  [User: a3k7kzz]"
39,Step 3,System should navigate the user to the Work Order tab with detailed information.,"System navigates the user to the Work Order tab with detailed information.

  [User: a3k7kzz]"
39,Step 4,System should allow the user to edit the required fields.,"System allows the user to edit the required fields.

  [User: a3k7kzz]"
39,Step 5,The Work Order should be saved.,"The Work Order is saved.

  [User: a3k7kzz]"
39,Step 6,System should display the Work order with the modified details.,"System displays the Work order with the modified details.
 

  [User: a3k7kzz]"
39,Step 1,The Work order tracking page should be displayed with the focus on the List tab.,"The Work order tracking page is displayed with the focus on the List tab.

Actor: PLANNER (TPLNR_GU)

  [User: a3k7kzz]"
39,Step 2,The corresponding Work Order number should be displayed in the list tab section.,"The corresponding Work Order number is displayed in the list tab section.

  [User: a3k7kzz]"
39,Step 3,System should navigate the user to the Work Order tab with detailed information.,"System navigates the user to the Work Order tab with detailed information.

  [User: a3k7kzz]"
39,Step 4,System should allow the user to edit the required fields.,"System allows the user to edit the required fields.

  [User: a3k7kzz]"
39,Step 5,The Work Order should be saved.,"The Work Order is saved.

  [User: a3k7kzz]"
39,Step 6,System should display the Work order with the modified details.,"System displays the Work order with the modified details.
 

  [User: a3k7kzz]"
39,Step 1,The Work order tracking page should be displayed with the focus on the List tab.,"The Work order tracking page is displayed with the focus on the List tab.

Actor: P_E_MGR (TPEMR_GU)

  [User: a3k7kzz]"
39,Step 2,The corresponding Work Order number should be displayed in the list tab section.,"The corresponding Work Order number is displayed in the list tab section.

  [User: a3k7kzz]"
39,Step 3,System should navigate the user to the Work Order tab with detailed information.,"System navigates the user to the Work Order tab with detailed information.

  [User: a3k7kzz]"
39,Step 4,System should allow the user to edit the required fields.,"System allows the user to edit the required fields.

  [User: a3k7kzz]"
39,Step 5,The Work Order should be saved.,"The Work Order is saved.

  [User: a3k7kzz]"
39,Step 6,System should display the Work order with the modified details.,"System displays the Work order with the modified details.
 

  [User: a3k7kzz]"
39,Step 1,The Work order tracking page should be displayed with the focus on the List tab.,"The Work order tracking page is displayed with the focus on the List tab.

Actor: MSUPV_ALL (TSUPV_GU)

  [User: a3k7kzz]"
39,Step 2,The corresponding Work Order number should be displayed in the list tab section.,"The corresponding Work Order number is displayed in the list tab section.

  [User: a3k7kzz]"
39,Step 3,System should navigate the user to the Work Order tab with detailed information.,"System navigates the user to the Work Order tab with detailed information.

  [User: a3k7kzz]"
39,Step 4,System should allow the user to edit the required fields.,"System allows the user to edit the required fields.

  [User: a3k7kzz]"
39,Step 5,The Work Order should be saved.,"The Work Order is saved.

  [User: a3k7kzz]"
39,Step 6,System should display the Work order with the modified details.,"System displays the Work order with the modified details.
 

  [User: a3k7kzz]"
39,Step 1,The Work order tracking page should be displayed with the focus on the List tab.,"The Work order tracking page is displayed with the focus on the List tab.

Actor: SAMS_COOR (TSACD_GU)

  [User: a3k7kzz]"
39,Step 2,The corresponding Work Order number should be displayed in the list tab section.,"The corresponding Work Order number is displayed in the list tab section.

  [User: a3k7kzz]"
39,Step 3,System should navigate the user to the Work Order tab with detailed information.,"System navigates the user to the Work Order tab with detailed information.

  [User: a3k7kzz]"
39,Step 4,System should allow the user to edit the required fields.,"System allows the user to edit the required fields.

  [User: a3k7kzz]"
39,Step 5,The Work Order should be saved.,"The Work Order is saved.

  [User: a3k7kzz]"
39,Step 6,System should display the Work order with the modified details.,"System displays the Work order with the modified details.
 

  [User: a3k7kzz]"
39,Step 1,The Work order tracking page should be displayed with the focus on the List tab.,"The Work order tracking page is displayed with the focus on the List tab.

Actor: TSAMSPES

  [User: a3k7kzz]"
39,Step 2,The corresponding Work Order number should be displayed in the list tab section.,"The corresponding Work Order number is displayed in the list tab section.

  [User: a3k7kzz]"
39,Step 3,System should navigate the user to the Work Order tab with detailed information.,"System navigates the user to the Work Order tab with detailed information.

  [User: a3k7kzz]"
39,Step 4,System should allow the user to edit the required fields.,"System allows the user to edit the required fields.

  [User: a3k7kzz]"
39,Step 5,The Work Order should be saved.,"The Work Order is saved.

  [User: a3k7kzz]"
39,Step 6,System should display the Work order with the modified details.,"System displays the Work order with the modified details.
 

  [User: a3k7kzz]"
